"wordform","sum_freq","norm_freq","log_freq","sqrt_freq","bcLambda_0.0","bcLambda_0.1","bcLambda_0.2","bcLambda_0.3","bcLambda_0.4","bcLambda_0.5","bcLambda_0.6","bcLambda_0.7","bcLambda_0.8","bcLambda_0.9","bcLambda_1.0","Moby_pron","Rep_P","Rep_O","sem_1","sem_2","sem_3","sem_4","sem_5","sem_6","sem_7","sem_8","sem_9","sem_10","sem_11","sem_12","sem_13","sem_14","sem_15","sem_16","sem_17","sem_18","sem_19","sem_20","sem_21","sem_22","sem_23","sem_24","sem_25","sem_26","sem_27","sem_28","sem_29","sem_30","sem_31","sem_32","sem_33","sem_34","sem_35","sem_36","sem_37","sem_38","sem_39","sem_40","sem_41","sem_42","sem_43","sem_44","sem_45","sem_46","sem_47","sem_48","sem_49","sem_50","sem_1_ori","sem_2_ori","sem_3_ori","sem_4_ori","sem_5_ori","sem_6_ori","sem_7_ori","sem_8_ori","sem_9_ori","sem_10_ori","sem_11_ori","sem_12_ori","sem_13_ori","sem_14_ori","sem_15_ori","sem_16_ori","sem_17_ori","sem_18_ori","sem_19_ori","sem_20_ori","sem_21_ori","sem_22_ori","sem_23_ori","sem_24_ori","sem_25_ori","sem_26_ori","sem_27_ori","sem_28_ori","sem_29_ori","sem_30_ori","sem_31_ori","sem_32_ori","sem_33_ori","sem_34_ori","sem_35_ori","sem_36_ori","sem_37_ori","sem_38_ori","sem_39_ori","sem_40_ori","sem_41_ori","sem_42_ori","sem_43_ori","sem_44_ori","sem_45_ori","sem_46_ori","sem_47_ori","sem_48_ori","sem_49_ori","sem_50_ori"
"ant",1860,4.133333333,0.149651991,43.12771731,7.528331767,11.23006356,17.53577994,28.5624027,48.28613776,84.25543461,150.9340299,276.2619276,514.5963577,972.3511966,1859,"/&/nt","_/_/_/@/n/t/_/","_/_/_/a/n/t/_/_/",1,0,0,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,1,1,1,0,0,1,0,1,0,0,1,0,1,0,0,1,1,1,1,0,1,1,0.6734,-0.48774,-0.5861,0.32338,0.56756,0.23663,-0.64305,-0.53961,-0.0099409,-0.80632,0.35767,0.9699,0.67127,0.40689,0.1089,0.35832,0.74568,0.28874,-1.1524,0.41785,-0.42827,-0.63627,0.60103,0.97918,0.087392,0.20913,0.079497,-0.14906,0.47589,0.14898,0.62786,-1.0231,0.034738,0.2563,-0.48078,0.52082,-0.15008,-1.1917,0.19115,-0.15885,0.28865,-0.59585,-0.60087,0.61836,1.7035,-0.041247,0.26282,-0.80837,0.42369,0.10184
"ape",1690,3.755555556,0.142658492,41.10960958,7.432483808,11.02754981,17.10789256,27.6583208,46.37589133,80.21921916,142.4057272,258.2419519,476.5205506,891.8972491,1689,"/eI/p","_/_/_/e/p/_/_/","_/_/_/a/p/e/_/_/",1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0.72977,-0.48533,-0.72163,0.16039,0.58151,0.31367,0.1483,-1.0715,0.25323,0.30916,0.07229,0.63821,0.65293,0.36812,0.047322,0.18192,0.65564,0.8122,-0.57474,0.33214,-0.90406,0.043173,0.00075771,-0.070136,0.56232,-0.35739,-0.83291,0.1042,-0.33111,-0.53267,0.34297,-0.47146,-0.27125,0.41023,-0.31441,0.18973,-0.67222,-0.81701,0.013356,-0.92179,-0.68261,-0.32204,-0.29893,0.78524,0.59686,-0.58072,0.76201,-1.1262,0.17104,-0.44982
"apse",78,0.173333333,0.05,8.831760866,4.356708827,5.459998957,6.950578387,8.983728626,11.78163238,15.66352173,21.08983563,28.72704301,39.54300467,54.94753864,77,"/&/ps","_/_/_/@/p/s/_/","_/_/_/a/p/s/e/_/",1,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,1,1,1,0,0,1,0,0,1,0,1,1,0,0,0,1.2338,0.24212,-1.0738,0.076966,1.0194,-0.021497,0.28842,-0.48607,0.15621,-0.59159,-0.5249,-0.55496,0.0035291,0.45873,-0.93356,-0.18436,-0.44933,-1.145,0.48489,0.43171,-1.0226,-0.74009,-1.0726,-0.1968,-0.32371,1.0795,0.68034,1.4908,-0.90627,-0.86516,0.83168,-0.9737,1.6326,-0.074512,-0.62674,0.48987,0.90165,0.38462,-0.58459,-0.13694,0.35778,-0.27202,-0.54281,0.17379,-0.63836,0.94717,0.30593,-1.01,-0.56191,-0.88068
"apt",2948,6.551111111,0.184960827,54.29548784,7.988882253,12.23068003,19.71015674,33.2882392,58.5591846,106.5909757,199.5042696,381.9000042,744.3948049,1472.328096,2947,"/&/pt","_/_/_/@/p/t/_/","_/_/_/a/p/t/_/_/",1,1,1,0,1,0,1,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,1,0,1,1,0,0,1,1,1,1,0,1,1,1,1,1,0.34466,0.018035,0.037579,-0.26092,0.54471,-0.35615,0.38034,-0.23986,-0.72991,0.8022,-0.17459,0.04339,0.70045,-0.045194,0.14131,0.41595,-0.12549,0.29559,0.10722,-0.23962,-0.33721,-0.38071,-0.43075,0.42092,0.94889,-0.57876,-1.1448,0.19564,0.51248,-0.19425,0.6662,-0.17477,0.1962,-0.42935,0.18761,-0.45026,0.13164,0.39203,-0.77677,-0.54391,0.27026,-0.15161,-0.0090863,0.75127,-0.086874,0.012177,0.47522,0.38324,0.33583,0.83957
"arc",3607,8.015555556,0.201177696,60.058305,8.190631681,12.68373757,20.7275975,35.57320467,63.69092734,118.11661,225.3911383,440.0445423,874.9977723,1765.695512,3606,"/A/rk","_/_/_/a/r/k/_/","_/_/_/a/r/c/_/_/",1,1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0.1684,0.95022,0.11316,0.30785,-0.29384,0.93612,0.58057,-0.062436,0.4252,0.36837,0.089292,-0.24179,-0.47665,0.61396,-0.73714,-0.40942,0.32479,0.2013,-1.2969,-0.5698,0.37308,-0.36996,-0.014622,-0.21339,0.37176,-0.20574,-0.69621,0.50241,0.42444,-0.16192,1.3576,-0.3543,-0.19546,-0.6869,-0.15008,0.15308,-0.14575,-0.13212,0.18396,0.30143,0.084088,-0.21116,-0.2771,-0.42203,-1.1789,-0.081721,1.1593,-0.72472,0.22951,-0.81161
"arch",3373,7.495555556,0.195742546,58.07753438,8.123557835,12.53209814,20.38477232,34.79814541,61.93866659,114.1550688,216.4347841,419.7957107,829.2183505,1662.195055,3372,"/A/r/tS/","_/_/_/a/r/C/_/","_/_/_/a/r/c/h/_/",1,1,1,1,0,1,1,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0.66844,1.5576,0.18591,0.49513,-0.2183,0.75156,0.62734,-0.13949,-0.63674,-0.058335,-0.86728,0.23042,-1.0999,0.11658,-1.4684,0.44208,0.28947,-0.072701,0.0038495,0.25309,-0.48156,-0.51178,-0.78482,-0.33464,-0.30492,-1.081,0.46211,0.87408,-0.45279,-0.076542,1.6043,-0.50551,0.52317,0.52692,-0.16483,0.11568,0.1809,0.16541,-1.0493,-0.41662,0.69597,-0.2597,-0.60733,0.19166,0.21485,0.80276,-0.29342,-0.68841,-0.34009,-1.4318
"are",2104334,4676.297778,0.77311722,1000,14.55950959,32.8855977,86.95872449,259.5803242,843.140701,2899.264552,10366.87203,38112.36966,143020.389,545204.9754,2104333,"/A/r","_/_/_/a/r/_/_/","_/_/_/a/r/e/_/_/",1,1,1,0,1,1,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1,0,1,1,0,1,0,1,0,1,1,1,1,1,0,1,0,0,0.96193,0.012516,0.21733,-0.06539,0.26843,0.33586,-0.45112,-0.60547,-0.46845,-0.18412,0.060949,0.19597,0.22645,0.032802,0.42488,0.49678,0.65346,-0.0274,0.17809,-1.1979,-0.40634,-0.22659,1.1495,0.59342,-0.23759,-0.93254,-0.52502,0.05125,0.032248,-0.72774,4.2466,0.60592,0.33397,-0.85754,0.4895,0.21744,-0.13451,0.0094912,-0.54173,0.18857,-0.64506,0.012695,0.73452,1.0032,0.41874,0.16596,-0.71085,0.14032,-0.38468,-0.38712
"ark",1139,2.531111111,0.115422425,33.74907406,7.037905963,10.21400517,15.43030025,24.19854632,39.23971682,65.49814812,112.0339929,195.5724903,347.190792,624.9674641,1138,"/A/rk","_/_/_/a/r/k/_/","_/_/_/a/r/k/_/_/",1,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,1.4478,0.29926,-0.086597,-0.54004,0.37852,0.3365,-0.65375,-0.035244,0.76971,-0.22048,-0.26789,0.3635,-0.15518,0.077547,-0.5743,-0.16944,0.57725,0.099176,-0.68459,0.58017,-0.24799,0.28995,-0.11387,-0.19442,-0.4563,-0.52202,-0.92549,0.018163,-0.25705,-0.97767,0.066162,-0.64476,-0.75988,0.5842,-0.14543,-0.36231,0.6004,-1.0826,0.51838,-0.20897,0.62376,-1.0647,-0.012962,-0.1404,0.32453,0.08354,-0.25313,-0.58196,-0.81627,-0.010006
"arm",41801,92.89111111,0.41555096,204.4529286,10.64067554,18.9813537,36.9959431,77.80661872,173.8659237,406.9058571,985.8871061,2451.769587,6219.737808,16024.90204,41800,"/A/rm","_/_/_/a/r/m/_/","_/_/_/a/r/m/_/_/",1,0,1,0,1,1,0,0,1,0,1,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,1,1,1,0,1,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0.019597,-0.99748,0.073138,-0.12371,0.76583,0.78349,-0.1307,-0.17845,1.2526,-0.6443,0.52841,0.58285,-1.4038,0.86305,-1.2971,0.21202,-0.3031,0.10672,-0.24142,-0.15608,0.079905,0.70642,-0.19064,-0.52857,-0.30364,-1.4854,0.46849,0.28864,-0.33291,-0.34914,3.0068,0.40143,0.66461,1.0671,-0.6212,0.45506,-0.20765,0.035238,0.5572,-0.30686,0.28438,0.078924,-0.76417,0.47717,0.099394,-0.48676,0.25543,-0.20727,-0.19613,-0.23413
"armed",19605,43.56666667,0.347378712,140.017856,9.883539915,16.86808321,31.09469477,61.31968418,127.7826991,278.035712,625.3352344,1442.543364,3393.466336,8106.401867,19604,"/A/rmd","_/_/_/a/r/m/d/","_/_/_/a/r/m/e/d/",1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,1,1,1,0,0,0,1,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0.43666,-1.0133,0.59642,-0.33046,0.69188,-0.18323,0.25286,0.038731,-0.55732,-1.2266,0.0093505,-0.65057,-0.55077,0.20353,-0.75061,-0.70831,-0.067221,0.70232,-0.46315,-0.2643,-0.22597,0.52654,0.22392,-0.1148,-1.1156,-1.8437,0.30105,-0.55647,0.48766,0.31051,2.8122,-0.11433,-1.3677,-0.26025,0.2199,0.86324,-0.41307,-1.3921,-1.2979,0.63148,-0.25441,0.19933,0.41186,-0.41676,1.0463,-1.054,-0.74273,0.0079102,-0.55771,-0.79793
"arse",187,0.415555556,0.05,13.67479433,5.231108617,6.872683524,9.234372465,12.67813745,17.76173595,25.34958866,36.78841283,54.18631883,80.85758872,122.0333653,186,"/A/rs","_/_/_/a/r/s/_/","_/_/_/a/r/s/e/_/",0,0,0,0,1,0,1,1,1,1,0,1,0,1,0,1,0,1,1,1,1,1,1,0,1,0,0,1,1,0,1,1,0,1,0,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0,-0.64769,-0.32408,-0.30179,-1.7229,0.067526,-0.95144,0.62261,0.18866,0.72907,0.21437,0.024699,1.0033,-0.17292,0.087193,-0.64482,0.077726,-0.25283,0.26353,0.35089,0.5303,-0.043589,0.43712,0.096487,-0.25436,0.57509,-0.068384,-0.39913,0.78996,0.3871,-0.63315,-0.18138,1.2318,0.15688,1.5734,-1.1128,0.82741,0.4511,-0.37759,0.74849,-0.92058,0.85764,-1.0079,-1.0383,0.59684,0.11469,-0.20138,0.86143,-0.39148,0.51383,-0.33557
"art",94867,210.8155556,0.489983789,308.0048701,11.46023119,21.45658093,44.4758242,100.4226846,242.2857181,614.0097402,1613.130021,4352.512802,11982.75955,33507.86369,94866,"/A/rt","_/_/_/a/r/t/_/","_/_/_/a/r/t/_/_/",0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,1,1,1,0,1,1,1,0,0,0,-0.63628,1.2969,-1.278,-0.29745,0.32062,-0.63759,-1.0316,-1.4836,-0.73537,0.7604,-0.015649,0.18866,0.11919,0.0259,0.42088,-0.26346,0.33993,0.12065,-0.30207,0.024765,1.2486,0.39136,-1.176,0.15052,0.037568,-1.0189,-1.6133,-0.53401,-0.11916,-0.85809,2.5461,-0.72314,0.38181,-1.4622,-0.58746,0.82853,-0.19443,0.92467,0.15477,0.25039,0.84462,0.075799,0.7216,-0.026482,0.27818,0.68092,0.2212,-0.71431,-0.34964,-0.033868
"as",2747992,6106.648889,0.797528175,1000,14.82638102,34.0455002,92.0003044,281.4951285,938.4059054,3313.4137,12167.42123,45940.87687,177059.5346,693219.4064,2747991,"/&/z","_/_/_/@/z/_/_/","_/_/_/a/s/_/_/_/",1,1,0,0,1,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,1,0,0,1,1,0,0,1,1,0.20782,0.12713,-0.30188,-0.23125,0.30175,0.33194,-0.52776,-0.44042,-0.48348,0.03502,0.34782,0.54574,-0.2066,-0.083713,0.2462,0.15931,-0.0031349,0.32443,-0.4527,-0.22178,0.022652,-0.041714,0.31815,0.088633,-0.03801,-1.8212,-0.50917,-0.097544,-0.08953,0.050476,3.718,-0.16503,-0.078733,-0.57101,0.20418,0.13411,0.074281,0.087502,-0.25443,-0.15011,-0.15768,0.39606,-0.23646,-0.095054,0.07859,-0.012305,-0.49879,-0.35301,0.05058,0.019495
"ash",3367,7.482222222,0.195598847,58.02585631,8.121777419,12.52808684,20.37573484,34.77778388,61.89279188,114.0517126,216.2019217,419.2710696,828.0363293,1659.531951,3366,"/&/S/","_/_/_/@/S/_/_/","_/_/_/a/s/h/_/_/",1,1,1,0,0,0,0,0,1,0,1,1,0,1,1,1,1,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,1,1,0,1,1,0,1,1,0,0,0,0,0.16699,1.0633,0.081255,-0.43451,-0.93656,-0.21482,-0.48485,-0.16362,0.51764,-0.025922,0.21376,0.40106,0.24812,0.45661,0.34865,1.0231,0.64347,0.023121,-1.2806,-0.59122,-0.079973,-0.36761,1.1645,-0.15728,-0.32199,-0.29014,0.4252,1.8815,0.40187,0.5681,1.0364,-0.94352,0.57073,-0.16658,-0.4461,0.0039816,0.095904,-1.5446,1.359,0.76819,-0.028134,0.51833,-0.068293,-0.059479,0.85862,0.6327,-0.077309,-0.26014,-0.36888,-1.0905
"ask",104982,233.2933333,0.499211089,324.0092591,11.56154419,21.77689685,45.48855867,103.6246481,252.4094557,646.0185183,1714.334801,4672.502997,12994.51612,36706.8995,104981,"/&/sk","_/_/_/@/s/k/_/","_/_/_/a/s/k/_/_/",1,1,1,0,1,0,0,1,0,0,0,1,1,0,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,1,1,1,1,1,0,1,1,1,0.35517,0.08018,0.12342,-0.36013,0.92599,-0.51501,-0.27503,0.80662,-0.31547,-0.27528,-0.21304,0.85554,0.30507,0.030532,1.0495,0.64609,0.12683,-0.26295,0.97483,-0.88834,0.22962,0.5946,0.18114,0.5224,0.53417,-2.0729,-0.26424,-0.34557,-0.055137,-1.0751,2.2939,0.78232,-1.3147,-0.21356,-0.13991,-0.42704,0.45733,-0.42505,0.40247,-0.38998,0.15473,0.43157,0.19479,0.45931,0.28742,0.10683,-0.36225,0.59062,0.025688,0.94245
"ass",7336,16.30222222,0.260817217,85.65045242,8.900549014,14.35263347,24.65253785,44.80782571,85.42730007,169.3009048,345.9690124,724.2152234,1544.992019,3346.005792,7335,"/&/s","_/_/_/@/s/_/_/","_/_/_/a/s/s/_/_/",0,0,0,0,1,1,0,0,1,1,0,1,0,1,1,0,1,1,0,1,0,1,1,1,1,0,0,1,1,0,1,1,0,1,0,1,1,0,1,0,1,1,0,1,1,0,1,0,1,1,-0.97926,-0.72248,-0.36666,-0.95822,0.39428,-0.021233,-0.044191,-0.80486,0.27027,0.50483,0.025385,0.88423,-0.13538,0.67683,-0.023423,-0.24175,0.76445,0.20724,-0.41308,0.51702,-0.37408,-0.0055473,0.55507,0.14724,0.94988,-0.45014,-0.57269,0.48597,0.37584,-1.3205,0.32761,1.0176,-0.30689,1.8559,-0.94176,0.51465,0.38378,-0.20327,0.70768,-0.10098,0.27094,-0.031694,-0.95934,0.22997,0.35385,-0.21778,0.56628,-0.22997,1.0241,0.085538
"at",2275149,5055.886667,0.780256072,1000,14.6375561,33.22161439,88.40539753,265.8088049,869.9568288,3014.71941,10863.95692,40252.55368,152234.9336,584878.3222,2275148,"/@/t","_/_/_/@/t/_/_/","_/_/_/a/t/_/_/_/",1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,1,1,1,0,0,0,1,1,1,1,1,0,1,1,0.27724,0.88469,-0.26247,0.084104,0.40813,-1.1697,-0.68522,0.1427,-0.57345,-0.58575,-0.50834,-0.86411,-0.52596,-0.56379,0.32862,0.43393,-0.21248,0.49365,-1.8137,-0.035741,1.3227,0.80865,0.012217,-0.087017,-0.16813,-1.5935,0.47034,0.26097,-0.41666,-0.38526,3.4413,0.34383,-0.035895,-0.5678,0.18377,-0.48647,0.42646,0.4408,1.0931,0.063915,-0.064305,-0.29231,0.086502,0.35245,0.17891,0.25941,0.37069,-0.51611,0.023163,0.05779
"ate",11514,25.58666667,0.300118169,107.3033084,9.351318965,15.47549448,27.45004096,51.77872264,102.8005158,212.6066169,453.9341404,993.427644,2216.389728,5020.708324,11513,"/eI/t","_/_/_/e/t/_/_/","_/_/_/a/t/e/_/_/",1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,0,1,1,1,0,0,1,1,0.66071,-0.71669,-0.51879,-0.8931,1.3796,0.044175,-0.89961,0.13954,0.034536,-0.032496,-0.26456,-0.019373,1.2057,0.13313,1.1434,0.0953,-0.3776,0.65156,-0.333,-0.47706,0.22037,0.16397,1.7295,0.42478,0.45541,-0.45791,-0.50402,0.64194,0.70023,-0.36695,1.1529,0.63793,0.14925,1.2352,0.085218,0.088941,-0.31941,1.08,0.98891,0.19876,-0.45507,0.20675,-0.32597,0.76488,1.1778,0.32119,-0.49172,-0.65999,0.050458,0.24406
"aunt",14066,31.25777778,0.317807316,118.6001686,9.551515817,15.99064524,28.77568199,55.19011788,111.5796694,235.2003373,512.0824847,1143.086166,2601.584194,6012.163568,14065,"/&/nt","_/_/_/a/n/t/_/","_/_/_/a/u/n/t/_/",1,1,0,0,1,1,0,1,0,0,0,1,1,0,1,1,0,0,1,1,1,1,1,1,1,0,0,0,1,0,1,1,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,1,0.7072,1.0924,-0.45604,-0.50895,0.34313,1.1648,-0.90664,0.68657,-0.09165,0.0092483,-0.30478,1.112,0.61669,-0.43795,0.71693,0.13566,-1.0872,-0.078036,0.90382,0.55606,-0.020368,1.199,0.26578,0.39756,1.2038,-1.1218,-0.822,-0.13808,0.57074,-0.53226,0.54479,0.16153,-0.031224,0.74007,0.42081,-0.0019822,-0.38907,0.13462,0.86096,-0.45056,-0.13653,0.66556,-0.15616,-0.65146,0.25354,-0.14762,-0.28118,-1.9549,0.41035,0.40421
"aw",1474,3.275555556,0.132924215,38.39270764,7.295735073,10.7419579,16.51144087,26.41262672,43.77420882,74.78541528,131.0566542,234.5378458,427.0104804,788.4854091,1473,"/O/","_/_/_/a/_/_/_/","_/_/_/a/w/_/_/_/",0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,1,1,1,1,1,0,1,0,0,1,1,1,0,1,1,1,1,0,1,1,0,1,1,-0.15061,-1.1646,-0.31396,-0.60703,0.022137,-1.7247,0.98153,-1.3393,1.1894,-0.12084,0.22289,0.86125,-0.22343,-0.085959,-0.46421,0.083011,-0.26508,0.67356,-0.11956,0.30064,-1.4778,1.4118,1.3805,-0.33738,0.58302,0.24108,-0.73792,0.53162,0.16279,0.47296,-0.12308,0.45926,-0.47841,1.1762,-0.039812,-0.39352,0.12526,0.023295,0.30697,-0.24234,0.37473,0.14166,0.44792,0.21143,-0.5796,0.30408,0.34097,-0.66277,0.20329,1.2924
"awe",3173,7.051111111,0.190826617,56.32938842,8.062432792,12.39479066,20.07633244,34.10528105,60.38224488,110.6587768,208.5808103,402.1527058,789.5853442,1573.163732,3172,"/O/","_/_/_/a/_/_/_/","_/_/_/a/w/e/_/_/",1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0.47446,0.56511,-0.092956,-0.66728,1.1713,-0.89534,0.9702,0.54073,-0.60445,0.95701,-0.39584,-0.084805,-0.17456,-0.41004,-0.2961,0.13381,0.61752,0.74896,-0.92472,-0.23296,-0.50303,1.1411,0.0035625,-0.2598,1.2179,-0.49831,-1.1108,0.45814,0.67926,-0.069654,0.49212,1.1339,0.63367,-0.44153,-0.50132,-0.1507,-0.3828,-0.49935,-0.1362,-0.26554,0.36477,-0.12807,-0.71742,0.59289,0.38809,0.49913,0.071764,0.057805,-0.63239,-0.18562
"awed",805,1.788888889,0.093834062,28.37252192,6.690842277,9.524485035,14.06027579,21.47613797,33.82941134,54.74504384,90.65981327,153.0823122,262.7152256,457.0031197,804,"/O/d","_/_/_/a/d/_/_/","_/_/_/a/w/e/d/_/",1,0,1,0,1,0,0,1,0,1,1,0,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0.16472,-0.57291,0.0089643,-0.62678,0.48929,-1.2023,0.15011,0.85909,-0.74353,0.75924,0.15989,-0.26349,0.28648,-0.060532,0.18071,0.32699,-0.16897,0.4077,-0.011068,-0.56116,-0.95958,1.0295,0.097572,-0.037816,1.308,-0.010051,-0.88656,0.57156,0.10535,0.025289,-0.5638,0.37574,1.0781,-0.4831,-0.157,-0.38062,0.07332,0.13411,-0.57015,-0.27112,-0.098347,-0.00098808,-0.11767,0.82555,0.3094,-0.18591,-0.29014,-0.047156,-0.5091,0.10131
"awl",94,0.208888889,0.05,9.695359715,4.543294782,5.751168787,7.404965908,9.692847454,12.88831792,17.39071943,23.78554122,32.93445907,46.11006567,65.19790116,93,"/O/l","_/_/_/a/l/_/_/","_/_/_/a/w/l/_/_/",0,0,0,1,1,1,1,0,1,0,1,1,0,1,0,1,1,1,1,1,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,1,1,1,1,-0.50769,-0.48662,-0.43594,0.33603,0.27798,0.53088,0.5881,-0.11346,0.079617,0.071848,0.30012,0.099612,0.19867,0.53634,-0.59487,0.067242,0.38167,0.26846,0.47077,0.31835,-0.70713,-0.48676,0.44556,0.15835,-0.23639,0.87325,-0.14485,0.25799,-0.22577,-0.24811,-0.82052,-0.60339,-0.1376,0.5666,-0.31155,0.22462,0.0057938,-0.042736,0.3058,-0.43186,0.083122,-0.84815,-1.1104,0.72811,0.9259,-0.75426,0.53563,0.37986,0.36242,0.091236
"ax",1438,3.195555556,0.131196164,37.92097045,7.271008538,10.69073358,16.4053228,26.19278875,43.31878442,73.8419409,129.1021161,230.4887467,418.6222011,771.1078978,1437,"/&/ks","_/_/_/@/k/s/_/","_/_/_/a/x/_/_/_/",0,0,1,0,1,1,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,1,1,0,0,0,1,1,0,1,1,0,1,0,1,1,0,1,1,1,1,0,1,1,0,1,1,0,1,-0.32115,-0.48612,0.57817,-0.40397,0.62133,1.1553,1.2311,-0.022331,-0.94706,-0.016649,-0.35142,-0.32556,-0.65629,0.19219,0.35404,-0.18759,0.32731,0.87626,-0.052439,-0.43057,0.47766,-0.68342,-0.0093346,0.098921,-0.19611,-0.45802,-0.057732,0.096149,0.64875,-0.41327,0.41356,0.064144,-0.27716,1.2165,-0.086771,0.42484,0.2732,-0.11271,1.0611,0.14058,0.14018,-0.12699,-0.54925,0.24688,1.1481,-0.7921,0.86399,0.15283,-0.010134,0.11902
"axe",1520,3.377777778,0.13508582,38.98717738,7.326465614,10.8057971,16.64405964,26.68812754,44.34653176,75.97435476,133.5265503,239.6687978,437.6695076,810.6284638,1519,"/&/ks","_/_/_/@/k/s/_/","_/_/_/a/x/e/_/_/",0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,1,0,1,0,0,1,0,1,1,0,1,0,0,0,-0.17807,-0.53353,0.21007,-0.81479,0.11909,1.019,0.76246,0.019925,-0.013334,-0.80834,-0.20211,-0.021306,-0.32532,-0.22552,0.37587,0.20651,0.52002,1.0069,-0.65241,-0.49903,0.80814,-0.93695,-0.44602,-0.19111,-0.25981,-0.91674,-0.42103,0.21116,-0.093473,-0.41309,0.48925,-0.20557,0.46261,1.2374,-0.26927,0.87554,0.33884,-0.6644,0.79111,-0.23959,0.12987,0.20173,-0.48633,0.1278,0.83387,-0.40559,0.70106,-0.042734,-0.59889,-0.86849
"ay",481,1.068888889,0.066512853,21.9317122,6.17586727,8.544473498,12.19487487,17.92466008,27.06637216,41.8634244,66.11867594,106.3180134,173.5840726,287.0849622,480,"/eI/","_/_/_/e/_/_/_/","_/_/_/a/y/_/_/_/",0,1,1,0,0,0,1,0,0,0,0,1,0,1,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,0,1,0,0,0,0,1,0,1,1,-0.24646,0.90635,0.97733,-0.62238,-0.6093,-0.64538,0.72713,-0.15173,-0.39211,0.11606,-0.13298,1.4275,-0.93814,1.2936,0.29636,0.44606,0.99994,-1.2278,-0.057081,1.6527,-0.14922,-0.70874,1.998,0.59042,-0.61459,-1.1365,-2.1908,-0.018977,-1.0273,-0.68958,-1.0299,0.28141,-0.21086,1.2802,0.39017,-0.45121,0.095561,-0.6073,1.1232,1.2655,-0.39914,1.9591,-0.25298,-0.048181,-0.15325,-1.649,0.88898,-0.75804,0.035668,0.32205
